"Title","Year","Make","Model","Price","Sold","VIN","LicensePlate","Color","InventoryDate"
"2008 Land Rover Range Rover","2,008","Land Rover","Range Rover","11,040","0","1G6DP5ED9B0709716","L8W 2W7","Black","11/26/2020"
"2000 Toyota RAV4","2,000","Toyota","RAV4","24,184","0","SAJWA4DC9DM601426","K0B 8E6","Black","4/24/2020"
"2010 Ford Expedition EL","2,010","Ford","Expedition EL","20,562","0","1FTSS3EL5AD548557","F0F 2V2","Black","2/15/2018"
"2014 Mercedes-Benz S-Class","2,014","Mercedes-Benz","S-Class","15,958","1","WAUVT58E02A793191","O2Z 6J7","Gray","7/25/2018"
"2010 Volkswagen Tiguan","2,010","Volkswagen","Tiguan","15,078","1","KL4CJCSBXEB751977","V4R 5W2","Silver","12/24/2020"
"2006 Dodge Sprinter","2,006","Dodge","Sprinter","10,603","0","WAUEFBFL8BN710705","Q9C 8T2","Gray","8/12/2020"
"2022 Toyota Corolla","2,022","Toyota","Corolla","12,558","0","1GYFC16249R619929","G4Y 3O7","White","12/1/2020"
"2009 Infiniti QX56","2,009","Infiniti","QX56","16,080","1","WAUEH98E67A401525","G2H 6M4","Blue","12/5/2018"
"2019 Chrysler Town & Country","2,019","Chrysler","Town & Country","12,284","1","WA1UFAFL5DA458330","K8M 6B3","Gray","7/9/2018"
"2002 Maybach 57","2,002","Maybach","57","11,231","0","1G4HP52K544092663","J1Z 1W7","White","3/30/2018"
"2012 Subaru XT","2,012","Subaru","XT","19,082","0","WBAUC73588V029413","N1B 9Z2","Gray","3/13/2019"
"2007 Ford F350","2,007","Ford","F350","15,243","1","WBANF335X6C546919","U4Z 6H0","Silver","5/22/2019"
"2022 Chevrolet Corvette","2,022","Chevrolet","Corvette","15,331","0","KNAFX6A84E5064739","F1V 0X0","Silver","7/11/2018"
"2009 GMC Yukon","2,009","GMC","Yukon","21,243","1","WAUBF78E16A248046","F6X 1S0","Orange","4/28/2019"
"2010 GMC Canyon","2,010","GMC","Canyon","21,057","1","JH4NA21682T129671","K3G 7H3","Red","11/14/2018"
"2012 Volkswagen Scirocco","2,012","Volkswagen","Scirocco","10,270","0","2FMGK5C85FB518709","Y6C 8I4","Black","4/3/2020"
"2019 Nissan Maxima","2,019","Nissan","Maxima","20,822","0","JTHDU1EF3A5394105","Z2W 4P2","Green","9/16/2020"
"2025 Lincoln Town Car","2,025","Lincoln","Town Car","14,705","0","WBSKG9C58DE715237","O1D 4Z0","Gray","4/26/2019"
"2000 Jaguar S-Type","2,000","Jaguar","S-Type","15,074","0","WBAKB0C52CC525068","I8S 1R4","Red","10/4/2019"
"2008 Audi A3","2,008","Audi","A3","10,390","1","WBABN33422P564072","W3B 9X6","Blue","5/10/2020"
"2023 Pontiac Sunfire","2,023","Pontiac","Sunfire","17,880","0","JN8AF5MR7BT778634","V3O 3Y0","Blue","6/22/2020"
"2001 Oldsmobile Alero","2,001","Oldsmobile","Alero","10,403","1","2C3CDXDT1CH333472","D3Y 7A6","Brown","2/2/2018"
"2005 Suzuki Aerio","2,005","Suzuki","Aerio","20,868","0","WDDLJ9BB8FA685631","B4I 7V7","Orange","6/5/2018"
"2006 Lexus LS","2,006","Lexus","LS","16,013","1","KNDJT2A20D7889791","G9A 2D5","Silver","1/12/2020"
"2008 BMW 6 Series","2,008","BMW","6 Series","14,570","0","JH4CW2H65CC672945","M7F 5H8","White","6/12/2018"
"2017 Buick Riviera","2,017","Buick","Riviera","18,393","1","3VW467AT4DM570942","M3Z 8A4","Black","9/27/2019"
"2018 Buick LeSabre","2,018","Buick","LeSabre","14,224","0","JHMZF1C69CS792085","Z7L 2B4","White","1/7/2020"
"2010 Toyota Corolla","2,010","Toyota","Corolla","11,710","1","4F2CY0C78BK285777","Z4M 2K9","Green","3/6/2020"
"2016 Ford Escort","2,016","Ford","Escort","12,459","0","1N6AA0CA4AN254186","C3W 3O9","White","7/11/2020"
"2005 Buick Rainier","2,005","Buick","Rainier","23,492","1","5TDBM5G16CS195743","B3F 7Q9","Silver","9/29/2019"
"2004 Mazda Mazdaspeed6","2,004","Mazda","Mazdaspeed6","22,629","1","JN1BV7AP5FM204621","G0Z 7H5","Gray","4/2/2019"
"2016 GMC Sonoma","2,016","GMC","Sonoma","22,342","0","1GYS3JKJ9FR420320","J8C 0T6","Red","1/31/2019"
"2006 GMC Sierra 3500","2,006","GMC","Sierra 3500","11,500","1","2G4WS55JX41100843","H0P 0W7","Red","8/2/2019"
"2001 Chevrolet Suburban 1500","2,001","Chevrolet","Suburban 1500","19,458","1","SCFFDCCD6CG763667","F2N 8E2","Blue","4/30/2020"
"2021 Pontiac GTO","2,021","Pontiac","GTO","20,695","1","2G4WE537X51266750","Y0S 7C0","White","11/1/2020"
"2023 Mercury Sable","2,023","Mercury","Sable","11,931","0","WAUUL58E95A025872","B1H 1F5","Red","6/6/2020"
"2021 Chevrolet Malibu","2,021","Chevrolet","Malibu","16,293","0","WBAUL7C55DV537204","B0O 9R6","White","9/6/2020"
"2004 GMC Canyon","2,004","GMC","Canyon","11,297","1","WAUBFAFL1BN931236","O9C 5W6","Red","6/30/2020"
"2024 Kia Sportage","2,024","Kia","Sportage","17,114","0","1G4PP5SK7F4613008","E9U 5N8","Black","12/18/2018"
"2015 Ford Mustang","2,015","Ford","Mustang","16,547","0","WBAYP5C55ED055026","F7I 8Y9","White","4/1/2020"
"2024 Honda Odyssey","2,024","Honda","Odyssey","17,848","1","19XFB4F32EE322053","E6C 5A2","Red","11/17/2020"
"2017 Subaru SVX","2,017","Subaru","SVX","17,641","1","WAU3FAFR5DA575392","U9E 2B4","Black","7/1/2018"
"2019 Suzuki Esteem","2,019","Suzuki","Esteem","19,959","0","WBAAN37481N058388","L7D 7B0","Gray","1/11/2018"
"2008 Subaru Legacy","2,008","Subaru","Legacy","15,021","0","1GTC5LF93B8764502","B5L 2Y9","White","3/17/2019"
"2017 Nissan 240SX","2,017","Nissan","240SX","23,132","0","WAUGU44D62N515790","O3Z 5B4","Gray","1/10/2018"
"2008 Porsche Cayenne","2,008","Porsche","Cayenne","22,791","0","WAUDH98E56A770497","B1X 4O1","White","7/10/2020"
"2024 Honda Odyssey","2,024","Honda","Odyssey","19,641","0","2G61M5S33E9922422","E3H 3B3","Gray","8/6/2018"
"2002 Cadillac Escalade EXT","2,002","Cadillac","Escalade EXT","20,810","0","JTHBL1EF8B5986448","W6H 4W3","Gray","8/27/2019"
"2004 BMW 750","2,004","BMW","750","18,310","1","4T1BK3DB5AU013669","Y9V 9X7","Black","10/6/2019"
"2023 Mazda Protege","2,023","Mazda","Protege","12,569","1","3C6TD4MT9CG146434","J2E 7I4","Blue","5/2/2018"
"2003 GMC Sierra 3500","2,003","GMC","Sierra 3500","12,008","0","1C6RD6KP2CS523545","U1S 0O0","Red","9/17/2019"
"2023 Chrysler Cirrus","2,023","Chrysler","Cirrus","13,701","0","19XFB2F58DE283506","T7Y 6D7","Black","8/14/2019"
"2006 Chrysler Aspen","2,006","Chrysler","Aspen","18,020","0","1G6KD5E62BU027125","I1M 0C9","Gray","3/11/2018"
"2021 Ford Aerostar","2,021","Ford","Aerostar","13,368","0","5TDDK3DC2DS631899","S9N 1C9","Green","4/12/2020"
"2025 Volkswagen Jetta","2,025","Volkswagen","Jetta","18,614","0","WA1WYAFE6AD252965","K5E 2S9","Black","9/12/2020"
"2013 Subaru XT","2,013","Subaru","XT","10,738","0","1G6DJ8ED8B0813939","I6J 4L6","Black","11/9/2020"
"2007 Morgan Aero 8","2,007","Morgan","Aero 8","12,616","0","1G6AJ5S39F0580222","H3W 5C2","Black","5/17/2018"
"2008 Subaru Tribeca","2,008","Subaru","Tribeca","17,746","0","4T1BF3EK9BU794636","F7I 4M3","Black","10/5/2020"
"2004 Lotus Elise","2,004","Lotus","Elise","21,505","0","1G6KY54962U714432","L9F 0X2","Blue","5/25/2019"
"2020 Chrysler Sebring","2,020","Chrysler","Sebring","24,618","1","5FNRL5H24BB006079","I3U 9A2","White","10/11/2019"
"2010 Chevrolet Corvette","2,010","Chevrolet","Corvette","21,791","1","JH4KB2F57BC194558","X5Q 7Q5","Black","11/26/2018"
"2000 Suzuki Aerio","2,000","Suzuki","Aerio","11,002","1","JH4CL96844C545207","I0J 3Y3","Silver","9/27/2018"
"2023 Honda CR-V","2,023","Honda","CR-V","19,420","0","JN1BV7AP4FM383945","T0N 0G3","Gray","5/4/2019"
"2000 Lincoln Navigator","2,000","Lincoln","Navigator","11,978","1","1GYS4SKJ4FR948866","J5V 0S9","Black","2/20/2018"
"2021 Volkswagen rio","2,021","Volkswagen","rio","14,975","1","2B3CK2CVXAH159990","K9A 5Q6","Blue","2/8/2020"
"2005 Nissan Pathfinder","2,005","Nissan","Pathfinder","19,458","1","5N1CR2MN5EC433111","P9N 2T5","Gray","6/12/2019"
"2010 Hyundai Equus","2,010","Hyundai","Equus","15,751","1","WA1EY74L09D974685","X6U 1Y6","Black","8/24/2018"
"2005 Kia Sorento","2,005","Kia","Sorento","22,632","1","1FBNE3BL8ED592426","D1Y 4W7","White","4/17/2018"
"2006 Chrysler Aspen","2,006","Chrysler","Aspen","13,865","0","1G6DA5EG0A0421173","U5C 4S4","Blue","12/10/2018"
"2023 Chevrolet Corvette","2,023","Chevrolet","Corvette","24,879","0","2HNYD2H32DH517510","L1P 8S4","Gray","6/20/2019"
"2003 Hyundai Elantra","2,003","Hyundai","Elantra","10,601","0","4T1BK1EB5FU979501","Q8M 9U5","Silver","5/24/2019"
"2009 Ford E150","2,009","Ford","E150","23,997","0","1D7RW3GK0AS148045","T5K 9N6","Black","11/29/2019"
"2017 GMC Sonoma","2,017","GMC","Sonoma","18,496","1","5N1AZ2MH7FN864105","G2L 6V8","Black","4/8/2019"
"2025 Ford Excursion","2,025","Ford","Excursion","12,933","1","JTDJTUD34DD070607","Q7D 4S7","Blue","3/20/2018"
"2020 Volkswagen GTI","2,020","Volkswagen","GTI","11,374","0","2FMPK4J93FB882486","P0Y 1M8","Red","9/9/2019"
"2001 GMC Yukon XL 1500","2,001","GMC","Yukon XL 1500","18,768","1","2C4RDGEG2CR080955","H8H 4M4","Blue","3/14/2019"
"2016 Saab 900","2,016","Saab","900","10,419","1","JN8AZ2KR0BT134952","C4I 3B6","Gray","7/10/2019"
"2023 Toyota Tacoma","2,023","Toyota","Tacoma","17,191","0","5J6TF1H33DL271052","M3X 4J5","Black","12/31/2017"
"2006 Mitsubishi Outlander","2,006","Mitsubishi","Outlander","11,867","0","4T1BK3DB2CU589626","B9A 4H0","Yellow","9/2/2019"
"2022 Audi riolet","2,022","Audi","riolet","17,677","0","1G4CW54K654218945","P3U 6R0","Silver","6/30/2020"
"2002 Toyota Land Cruiser","2,002","Toyota","Land Cruiser","10,167","0","3VWML7AJ3EM537679","Y2N 7M7","Gray","6/17/2020"
"2007 Mercedes-Benz M-Class","2,007","Mercedes-Benz","M-Class","12,635","0","2C4JRGAG9DR434783","N0K 1P3","Yellow","4/7/2020"
"2022 Hyundai Sonata","2,022","Hyundai","Sonata","12,655","1","3C63D3ELXCG882730","N9U 6B7","Red","3/4/2020"
"2004 Isuzu i-280","2,004","Isuzu","i-280","10,097","1","WAUEH78EX6A299889","T6L 5J8","Black","7/26/2018"
"2005 Dodge Ram 1500","2,005","Dodge","Ram 1500","14,252","0","2C3CDZFJ7FH265349","R9E 8R9","Silver","12/21/2019"
"2004 GMC Yukon Denali","2,004","GMC","Yukon Denali","21,745","0","3VWF17AT0FM579440","X9Y 5V1","White","11/14/2018"
"2002 Chrysler Pacifica","2,002","Chrysler","Pacifica","10,606","0","1HGCR2E35DA059967","J7Z 1S9","Gray","2/21/2019"
"2003 Chevrolet Malibu","2,003","Chevrolet","Malibu","18,843","1","1FTEX1C8XAF384986","A9D 1U7","Silver","12/31/2018"
"2017 Mercedes-Benz 600SEL","2,017","Mercedes-Benz","600SEL","13,049","0","1GD21XEG8FZ074934","P9A 2E6","Black","10/25/2018"
"2005 Volvo V50","2,005","Volvo","V50","22,091","0","5YMGY0C57DL984032","F6F 9F9","White","1/10/2018"
"2001 Pontiac Vibe","2,001","Pontiac","Vibe","12,017","1","WBA3A5C53EJ161293","S1W 5D7","Black","1/21/2019"
"2012 Subaru XT","2,012","Subaru","XT","21,676","1","JN1AZ4EH8FM988228","Y4E 8Y3","Black","8/17/2018"
"2009 Lotus Elise","2,009","Lotus","Elise","20,278","1","19XFA1F30AE921416","U0U 2J4","White","11/25/2018"
"2004 Suzuki Reno","2,004","Suzuki","Reno","23,127","0","1FTSW3A50AE258071","F9N 6C0","Red","8/27/2019"
"2021 Volvo S90","2,021","Volvo","S90","16,983","0","WAUCFAFH3EN939438","E4B 2A3","White","9/30/2020"
"2013 Buick Skyhawk","2,013","Buick","Skyhawk","18,511","0","KM8JT3AB6CU251319","R5G 6V8","Blue","7/2/2019"
"2000 Pontiac Grand Prix","2,000","Pontiac","Grand Prix","10,598","0","JH4KB16337C323122","Z0T 9L8","White","5/27/2020"
"2010 Chevrolet Colorado","2,010","Chevrolet","Colorado","18,823","0","5TDDK4CC4AS153682","G6L 7G9","Black","5/20/2018"
"2018 Audi 100","2,018","Audi","100","22,115","0","WAUXL68E95A993666","C9O 7Q0","White","11/17/2019"
"2000 Mazda 626","2,000","Mazda","626","18,679","0","WBA3B9G5XEN550391","O0Q 2M0","Yellow","2/20/2018"
"2021 Volkswagen rio","2,021","Volkswagen","rio","17,047","1","WAUVC68E95A903004","A1W 5R0","Black","9/28/2019"
"2001 Audi RS6","2,001","Audi","RS6","13,377","1","JN1BY0AP9AM343867","J7T 0A8","Silver","10/26/2020"
"2007 Hyundai Tiburon","2,007","Hyundai","Tiburon","15,191","1","5J8TB4H58FL852202","T2A 6C3","Silver","4/17/2019"
"2003 Buick Rendezvous","2,003","Buick","Rendezvous","10,839","0","WAULFAFR3EA252993","K3W 2S6","Blue","5/4/2020"
"2023 Toyota Land Cruiser","2,023","Toyota","Land Cruiser","14,413","1","3GYFNAE37ES434298","M1J 0Z9","Black","9/10/2018"
"2020 Kia Sephia","2,020","Kia","Sephia","18,531","0","1FMCU4K36CK940062","B5C 5M5","Gray","9/28/2019"
"2011 Nissan GT-R","2,011","Nissan","GT-R","21,296","1","1G4GD5GRXCF496166","E0E 7K9","Gray","12/22/2019"
"2014 Mazda RX-7","2,014","Mazda","RX-7","10,426","0","2T1BU4EE9DC116740","H7U 9R4","Black","2/6/2020"
"2016 Chevrolet APV","2,016","Chevrolet","APV","12,872","1","1FTWF3D59AE389710","K7E 6Y7","Blue","1/10/2019"
"2000 GMC Sierra 3500","2,000","GMC","Sierra 3500","17,042","1","3C4PDCGB2ET530587","O2P 7I6","Yellow","10/15/2020"
"2008 Ford Tempo","2,008","Ford","Tempo","24,412","0","2C3CCADTXCH287429","P4F 3G8","Red","9/20/2020"
"2008 Dodge Charger","2,008","Dodge","Charger","14,055","1","1G6DK5ED6B0673966","M1P 1C8","White","12/12/2018"
"2010 Honda Odyssey","2,010","Honda","Odyssey","24,412","0","1D7RB1GP0AS660626","O4Z 2O5","White","12/24/2019"
"2018 Saab 900","2,018","Saab","900","18,543","0","4F2CY0C76AK823195","H8Y 7G4","Red","3/17/2020"
"2000 Chrysler Sebring","2,000","Chrysler","Sebring","12,325","0","1G6DS8EV9A0284697","E1R 0I1","Black","4/14/2019"
"2025 Acura TL","2,025","Acura","TL","17,170","1","4A4JM2AS6BE696110","H5Z 2B1","White","8/25/2019"
"2011 GMC Yukon XL 1500","2,011","GMC","Yukon XL 1500","13,299","0","WBA3A5C5XDJ842081","D0U 4Y2","White","12/23/2020"
"2008 Audi A5","2,008","Audi","A5","18,124","0","5UXZV4C58BL208456","J1J 4V7","Black","9/9/2020"
"2004 Honda Civic Si","2,004","Honda","Civic Si","23,115","0","KNAFX5A82F5092227","Q5U 4L9","Black","3/5/2019"
"2004 Lexus LX","2,004","Lexus","LX","23,124","1","SCFBF03B48G416724","G1G 5Z0","Blue","6/12/2020"
"2004 Chevrolet Corvette","2,004","Chevrolet","Corvette","20,933","0","1G6AF5S38D0808094","L7P 4R8","Yellow","11/25/2018"
"2010 BMW X6","2,010","BMW","X6","24,372","0","1G6DW677750748406","E9X 8U1","Black","2/25/2020"
"2003 Volvo V70","2,003","Volvo","V70","18,357","0","2C3CDZAG3FH262329","N0E 0T8","White","8/11/2020"
"2016 Oldsmobile Bravada","2,016","Oldsmobile","Bravada","19,258","1","JA4AS2AW1CU707015","H5X 9F5","Silver","9/12/2019"
"2019 Buick Riviera","2,019","Buick","Riviera","24,562","0","WVGBF7A98AD682662","E2N 6G2","Silver","11/30/2019"
"2018 GMC 2500","2,018","GMC","2500","17,006","0","19UUA65566A443151","G2M 6V4","Black","1/16/2019"
"2015 Lamborghini Diablo","2,015","Lamborghini","Diablo","21,165","1","3N1CN7AP5DL172670","N7W 6C5","Gray","3/8/2018"
"2004 Subaru Forester","2,004","Subaru","Forester","12,444","0","JA32X8HW9EU476371","T3O 3J1","Silver","5/10/2020"
"2019 Eagle Talon","2,019","Eagle","Talon","10,609","1","1D4PT2GK8BW921538","S2B 2K0","Black","4/3/2018"
"2007 Mercedes-Benz CL65 AMG","2,007","Mercedes-Benz","CL65 AMG","23,610","1","WAUWGAFCXFN375870","M7L 5L0","White","3/26/2019"
"2022 Volkswagen Cabriolet","2,022","Volkswagen","Cabriolet","22,974","1","SCBDR33W28C141223","A1C 5H4","White","12/31/2017"
"2022 GMC 1500 Club Coupe","2,022","GMC","1500 Club Coupe","18,284","0","WBABD33444J453872","T1Q 5D2","Black","5/13/2020"
"2002 Maybach 62","2,002","Maybach","62","14,374","0","WAUFMAFCXFN691021","S2G 5S7","Blue","6/9/2020"
"2006 Toyota FJ Cruiser","2,006","Toyota","FJ Cruiser","18,713","0","SAJWA1EK6EM841488","C0B 7R8","Silver","1/23/2020"
"2012 Mitsubishi Pajero","2,012","Mitsubishi","Pajero","22,182","1","1FTEW1C80AF878678","S6D 7Z6","Gray","4/15/2018"
"2019 Oldsmobile Cutlass Supreme","2,019","Oldsmobile","Cutlass Supreme","13,749","1","JA4AP3AU9BZ341943","J5M 7X2","Gray","3/12/2018"
"2009 Ford Transit Connect","2,009","Ford","Transit Connect","15,052","0","5J8TB3H51GL736769","L1L 7U8","Blue","10/18/2018"
"2004 GMC Savana 1500","2,004","GMC","Savana 1500","20,897","1","SAJWA4DC5CM128445","C0J 4Q4","White","5/5/2018"
"2016 Lotus Esprit","2,016","Lotus","Esprit","24,453","1","5TDBK3EH6DS225335","D7S 7E7","Gray","9/29/2020"
"2019 GMC 1500 Club Coupe","2,019","GMC","1500 Club Coupe","21,877","0","JTEBU4BF3AK352416","J4L 8S0","Red","3/17/2019"
"2015 Audi 100","2,015","Audi","100","10,105","1","WA1CGBFE5ED559030","U8O 3O2","White","6/5/2020"
"2000 Oldsmobile Aurora","2,000","Oldsmobile","Aurora","11,123","0","WAUAVAFD9CN327569","Q5W 5L7","Black","2/12/2018"
"2001 BMW Z4","2,001","BMW","Z4","18,050","0","5FNRL5H28BB146300","Z0T 8W7","Gray","3/21/2019"
"2007 Cadillac SRX","2,007","Cadillac","SRX","18,149","1","1HGCR2E78EA747692","K6M 5H5","Blue","6/2/2018"
"2006 Ford GT500","2,006","Ford","GT500","19,647","0","WBAEB5C53AC869936","I1H 0V6","Black","9/21/2018"
"2006 Dodge Caliber","2,006","Dodge","Caliber","19,280","0","WAUHFAFL8FN876235","L1G 8O3","White","12/14/2020"
"2006 Chrysler PT Cruiser","2,006","Chrysler","PT Cruiser","16,369","0","WAUDF78E08A811258","O5U 3X1","Silver","5/20/2019"
"2019 Chevrolet G-Series G10","2,019","Chevrolet","G-Series G10","13,478","1","1G6KD57Y92U669310","O5U 2K6","Gray","8/24/2018"
"2019 Hyundai Scoupe","2,019","Hyundai","Scoupe","14,205","0","SCBZB25E21C437583","N2O 1W7","Gray","12/21/2019"
"2024 Chevrolet Silverado 2500","2,024","Chevrolet","Silverado 2500","11,927","1","WDDNG9FB2DA735180","Z1O 4H6","Gray","1/23/2020"
"2007 Audi S5","2,007","Audi","S5","20,434","0","WUATNAFG7BN427273","P8F 4O7","Green","4/13/2020"
"2025 Ford E-Series","2,025","Ford","E-Series","23,103","1","WA1MYAFE2AD206721","L6W 8U0","White","11/14/2020"
"2011 Mitsubishi Truck","2,011","Mitsubishi","Truck","13,116","1","3GYT4MEF5CG337960","H1B 0V9","Silver","8/7/2019"
"2004 Volvo S80","2,004","Volvo","S80","15,124","1","WBAGL63423D381917","R9O 8L7","Black","9/22/2020"
"2016 Dodge Ram Van B350","2,016","Dodge","Ram Van B350","23,979","1","SCBZB25E72C040503","H8L 8O9","Gray","1/31/2018"
"2008 Nissan Sentra","2,008","Nissan","Sentra","10,725","0","WA1C8AFP9EA796534","R0E 1H1","Red","7/25/2018"
"2024 Pontiac GTO","2,024","Pontiac","GTO","10,561","0","JH4CW2H63DC429944","M2E 7N5","White","4/7/2020"
"2021 Mercury Mountaineer","2,021","Mercury","Mountaineer","13,304","1","KNADH4A34A6519350","D3G 0M5","White","2/23/2018"
"2002 Mazda MPV","2,002","Mazda","MPV","23,704","1","JM1NC2LF9F0737621","M1T 9I6","Black","9/3/2019"
"2001 Nissan Murano","2,001","Nissan","Murano","24,570","1","SALVP2BG8FH240651","Q0E 9V3","Silver","8/8/2019"
"2020 GMC 2500","2,020","GMC","2500","18,991","1","1C3CCBBB0DN986531","E8T 7T2","Black","4/17/2019"
"2002 Volvo C70","2,002","Volvo","C70","11,298","1","19UYA42752A700435","W8P 2U0","Black","5/31/2019"
"2017 Mercedes-Benz E-Class","2,017","Mercedes-Benz","E-Class","23,862","0","3GYFNFE34CS329700","E0C 8C1","Black","6/28/2020"
"2017 Chrysler LeBaron","2,017","Chrysler","LeBaron","24,269","1","19XFA1E64AE552491","R2E 1Q4","Black","6/28/2019"
"2008 Porsche Panamera","2,008","Porsche","Panamera","14,927","0","WBSDX9C56CE291015","W9D 1Y3","Black","10/18/2020"
"2009 Honda Accord","2,009","Honda","Accord","24,333","1","1G6ET12941B725026","H8E 4W9","Silver","6/28/2020"
"2002 Jeep Wrangler","2,002","Jeep","Wrangler","18,399","1","WAUEFAFL8BA375642","K5U 3W6","Orange","11/7/2020"
"2009 Ford F350","2,009","Ford","F350","18,736","0","WAUVT68E65A792864","X0B 2M7","White","8/16/2020"
"2000 Cadillac Seville","2,000","Cadillac","Seville","18,811","1","WAU3FAFR1AA143118","X9V 3A3","Blue","7/10/2018"
"2001 Mazda Mazda6","2,001","Mazda","Mazda6","11,386","0","WBA3A5G58EN607196","I2Z 0H3","White","12/5/2019"
"2005 Mercedes-Benz G-Class","2,005","Mercedes-Benz","G-Class","20,896","1","5TFBY5F18DX653980","N6S 7Q9","Blue","1/11/2018"
"2001 Mitsubishi Montero Sport","2,001","Mitsubishi","Montero Sport","17,040","0","KMHTC6AD5DU151581","T9G 3P4","Black","12/31/2017"
"2007 Audi Q5","2,007","Audi","Q5","14,816","0","JN1CV6EK0DM769353","V2N 6R3","Gray","9/26/2020"
"2024 Lexus LS","2,024","Lexus","LS","18,459","1","WAUSF98K39A252069","G9V 0T4","Black","12/10/2019"
"2016 Acura Integra","2,016","Acura","Integra","23,330","0","1GTCSBD91A8534008","S8D 8O1","Silver","8/9/2018"
"2016 Chevrolet Suburban 2500","2,016","Chevrolet","Suburban 2500","15,116","1","JN1BJ0HR6FM087156","Y4F 5N7","Gray","2/17/2019"
"2002 Ford F250","2,002","Ford","F250","21,272","1","JN8AF5MR1CT669586","W8Z 8H0","Gray","8/11/2018"
"2025 Mitsubishi Galant","2,025","Mitsubishi","Galant","21,118","1","1GD21ZCG3DZ567268","Y1H 2A2","Blue","3/11/2019"
"2009 BMW 1 Series","2,009","BMW","1 Series","19,530","1","WAUVC68E52A298622","I3Q 9E9","White","11/21/2018"
"2009 Honda Ridgeline","2,009","Honda","Ridgeline","11,233","1","2G4WE587471753454","F0X 5Y8","Red","8/19/2020"
"2010 Toyota 4Runner","2,010","Toyota","4Runner","22,600","1","KMHHT6KD4CU233790","M5Z 6P3","Black","9/3/2020"
"2018 Chevrolet Traverse","2,018","Chevrolet","Traverse","21,322","0","1N6AA0CC8FN232023","P7R 1B9","Gray","4/21/2020"
"2013 Ford Mustang","2,013","Ford","Mustang","23,709","0","WAUJC68EX2A942162","I2A 7I9","Brown","1/6/2019"
"2021 Porsche 928","2,021","Porsche","928","23,946","1","1N6AF0LX5EN513182","G1Y 7D4","Silver","3/31/2020"
"2002 BMW M3","2,002","BMW","M3","18,553","0","SAJWA6E75E8562986","Z4Z 1O7","White","9/2/2019"
"2012 Ford Mustang","2,012","Ford","Mustang","13,373","1","ZHWGU5BZXAL904442","K6X 9A1","White","2/2/2020"
"2008 Dodge Caravan","2,008","Dodge","Caravan","19,551","0","1G6AJ5S33F0160617","F2A 2Y6","Brown","8/28/2018"
"2020 Mitsubishi Challenger","2,020","Mitsubishi","Challenger","22,208","0","2T1KU4EE3BC538693","H7B 5U0","White","4/30/2020"
"2009 Mercedes-Benz Sprinter","2,009","Mercedes-Benz","Sprinter","13,504","0","WBACN33421L150445","F7V 3F4","White","1/8/2019"
"2022 Audi A6","2,022","Audi","A6","20,643","0","WBAKG7C54CE289957","A8B 8X7","Silver","7/23/2019"
"2010 Lamborghini Countach","2,010","Lamborghini","Countach","19,557","1","3D7LP2ETXAG887682","Y9G 6V3","Gray","10/9/2019"
"2025 Volkswagen Passat","2,025","Volkswagen","Passat","14,205","1","1N6AD0CU6EN509704","C2T 4J1","Black","1/15/2019"
"2022 Subaru Forester","2,022","Subaru","Forester","18,769","1","1G6AA5RA1D0390352","U9I 3E4","Black","3/25/2019"
